method,method_type,compute,date_introduced,reference_url,all__pos,all__elo,all__elo+,all__elo-,all__rank,all__winrate,all__improvability,all__imputed,all__time_train_s,all__time_infer_s,all__rank=1_count,classification__pos,classification__elo,classification__elo+,classification__elo-,classification__rank,classification__winrate,classification__improvability,classification__imputed,classification__time_train_s,classification__time_infer_s,classification__rank=1_count,binary__pos,binary__elo,binary__elo+,binary__elo-,binary__rank,binary__winrate,binary__improvability,binary__imputed,binary__time_train_s,binary__time_infer_s,binary__rank=1_count,multiclass__pos,multiclass__elo,multiclass__elo+,multiclass__elo-,multiclass__rank,multiclass__winrate,multiclass__improvability,multiclass__imputed,multiclass__time_train_s,multiclass__time_infer_s,multiclass__rank=1_count,regression__pos,regression__elo,regression__elo+,regression__elo-,regression__rank,regression__winrate,regression__improvability,regression__imputed,regression__time_train_s,regression__time_infer_s,regression__rank=1_count
TabFM+,baseline,gpu,2026-06-30,https://github.com/google-research/tabfm,1.0,1829.4,123.2,115.4,6.784313725490196,0.9319492502883506,0.051641290305868864,0.0,164.31137041952096,147.13470867100884,13.0,1.0,1776.8,139.7,105.7,8.026315789473685,0.9173374613003096,0.06654697799341462,0.0,173.60528967882456,172.10417704205764,11.0,3.0,1765.3,170.1,122.2,8.533333333333333,0.9113725490196078,0.06341708289554406,0.0,185.4654649734497,198.01107647418976,8.0,1.0,1872.8,555.6,152.1,6.125,0.9397058823529412,0.07828408461042925,0.0,129.12963232398033,74.9533041715622,3.0,1.0,2305.4,280.7,130.5,3.1538461538461537,0.9746606334841629,0.008070818603812032,0.0,137.1445295077104,74.14703189409695,2.0
"AutoGluon 1.6 (noncommercial, 4h)",baseline,gpu,2026-08,https://arxiv.org/abs/2003.06505,2.0,1824.2,111.3,71.7,6.931372549019608,0.9302191464821222,0.06289239201857147,0.0,160.06974758353888,7.174068436903112,7.5,2.0,1771.4,109.1,68.2,8.210526315789474,0.9151702786377709,0.08016527063226238,0.0,167.6021994540566,7.3916066069352,3.5,1.0,1783.4,126.7,80.4,7.916666666666667,0.9186274509803921,0.0708892431905614,0.0,176.54802609284718,8.689606269200643,2.5,2.0,1770.1,311.5,84.8,9.3125,0.9022058823529412,0.11495037353864102,0.0,134.05534955859184,2.524107873439789,1.0,2.0,2301.9,233.2,130.4,3.1923076923076925,0.9742081447963801,0.012402439147782674,0.0,138.05181134664096,6.5381876321939325,4.0
TABFM (default),config,gpu,2026-06-30,https://github.com/google-research/tabfm,3.0,1790.2,127.0,111.4,7.96078431372549,0.9181084198385236,0.055738542217240054,0.0,612.7116171285218,138.3528288859947,10.0,3.0,1751.3,149.9,129.3,8.921052631578947,0.9068111455108359,0.06730059103642273,0.0,704.6515281890568,162.06852926706014,7.0,2.0,1772.0,168.2,121.3,8.3,0.9141176470588235,0.06429190997397205,0.0,804.9712086598079,186.63243851661682,5.0,6.0,1721.2,789.9,270.6,11.25,0.8794117647058823,0.07858314502061284,0.0,328.4527264237404,69.95386958122253,2.0,4.0,2159.5,266.3,77.7,5.153846153846154,0.951131221719457,0.02194178413039836,0.0,343.96418479772717,69.03001238749577,3.0
"AutoGluon 1.6 (extreme, 4h)",baseline,gpu,2026-08,https://arxiv.org/abs/2003.06505,4.0,1751.4,102.8,64.3,9.294117647058824,0.9024221453287197,0.07111712013889546,0.0,139.3104708849215,6.108352712556427,3.5,5.0,1703.2,81.7,52.6,10.828947368421053,0.8843653250773994,0.08921982345492224,0.0,145.6055307764756,6.300570105251513,1.5,5.0,1710.2,105.8,71.5,10.666666666666666,0.8862745098039215,0.07796812153909999,0.0,152.0552578608195,7.180216900507609,1.5,7.0,1716.8,276.7,87.9,11.4375,0.8772058823529412,0.1314137056392557,0.0,121.419054210186,3.001894623041153,0.0,3.0,2180.8,191.5,74.7,4.8076923076923075,0.9552036199095023,0.018201525830509484,0.0,120.90952658653259,5.546486487755408,2.0
TA-EXAONE-TABULAR (default),config,gpu,2026-07-31,https://github.com/LGAI-Research/EXAONE-Tabular,5.0,1739.0,96.4,63.6,9.754901960784315,0.8970011534025375,0.07769955575734834,0.0,74.97070063796698,11.027849384382659,5.0,4.0,1738.2,107.3,73.5,9.407894736842104,0.9010835913312694,0.09324191385865266,0.0,63.186456868523045,10.399483072130304,5.0,4.0,1743.0,141.6,83.0,9.35,0.9017647058823529,0.08941446701695652,0.0,73.00510378678639,12.467128888765972,5.0,3.0,1761.7,341.3,104.1,9.625,0.8985294117647059,0.10759483951501324,0.0,26.366530925035477,2.6458112597465515,0.0,5.0,1919.8,175.9,115.8,10.76923076923077,0.8850678733031674,0.03226804746122799,0.0,109.41695165634155,12.864612450966469,0.0
"AutoGluon 1.5 (extreme, 4h)",baseline,gpu,2025-12,https://arxiv.org/abs/2003.06505,6.0,1641.1,96.3,82.6,14.098039215686274,0.8459054209919262,0.08383605093629841,0.0,3757.809341313792,27.448745423672246,2.0,6.0,1616.5,110.4,104.0,15.078947368421053,0.8343653250773994,0.09836664528183785,0.0,3556.7738271198773,27.92857821364152,2.0,7.0,1598.0,136.3,104.4,16.333333333333332,0.8196078431372549,0.09152284959670408,0.0,3823.641578578949,33.14877359072367,2.0,5.0,1742.4,208.6,67.3,10.375,0.8897058823529411,0.12403087910108943,0.0,2556.0197591483593,8.352845549583435,0.0,7.0,1905.3,122.9,47.8,11.23076923076923,0.8796380090497737,0.041362005926260055,0.0,4345.451613572927,26.04615726837745,0.0
TA-TABPFN-3 (default),config,gpu,2026-05,https://arxiv.org/abs/2605.13986,7.0,1634.5,85.8,59.9,14.441176470588236,0.8418685121107267,0.09567348664051256,0.0,26.429065942764282,2.422183957754397,0.0,7.0,1608.3,89.9,72.1,15.539473684210526,0.8289473684210527,0.11783246646978328,0.0,26.914751310097543,2.706115540705229,0.0,6.0,1623.4,105.0,68.4,14.883333333333333,0.8366666666666667,0.11692020852879864,0.0,29.06529192129771,3.065688474973043,0.0,10.0,1589.2,313.3,159.0,18.0,0.8,0.12125343374847568,0.0,18.850224018096924,1.3577170372009277,0.0,6.0,1905.3,250.2,149.6,11.23076923076923,0.8796380090497737,0.03090108406264428,0.0,25.009370253636288,1.5922300998981183,0.0
TABPFN-V2.6 (default),config,gpu,2026-03,https://arxiv.org/abs/2511.08667,8.0,1600.1,77.3,57.0,16.313725490196077,0.8198385236447521,0.10971495950990705,0.0,108.05620168237125,9.114482117634193,0.0,8.0,1578.2,72.9,64.7,17.31578947368421,0.8080495356037152,0.13296590392180754,0.0,128.97028511448912,10.67007973947023,0.0,8.0,1572.3,98.7,67.8,17.9,0.8011764705882353,0.13130473901501363,0.0,154.60465514659882,12.834590911865234,0.0,9.0,1640.1,196.4,104.9,15.125,0.8338235294117647,0.13919527232228462,0.0,32.84139749407768,2.553162842988968,0.0,10.0,1843.5,149.3,57.3,13.384615384615385,0.8542986425339366,0.04175066045973638,0.0,46.92272703464214,4.567350607651931,0.0
REALTABPFN-V2.5 (tuned + ensemble),hpo,gpu,2025-11,https://arxiv.org/abs/2511.08667,9.0,1591.0,83.5,61.0,16.833333333333332,0.8137254901960784,0.09908995867519692,0.0,18809.621657745512,197.2438130799462,1.0,9.0,1564.5,90.0,71.5,18.17105263157895,0.7979876160990712,0.12087280226092278,0.0,20666.84492694704,239.2748752518704,1.0,10.0,1536.5,105.7,63.8,20.25,0.7735294117647059,0.13640283152328767,0.0,23949.946201443672,287.6204816818237,0.0,4.0,1742.4,318.4,140.0,10.375,0.8897058823529411,0.06263519252705434,0.0,8355.215147584677,57.97885113954544,1.0,9.0,1856.0,199.8,132.2,12.923076923076923,0.8597285067873304,0.0354170312707675,0.0,13380.815178541037,74.38378519278307,0.0
TABICLV2 (default),config,gpu,2026-02-12,https://arxiv.org/abs/2602.11139,10.0,1552.1,76.6,70.8,19.215686274509803,0.7856978085351788,0.11420265421658207,0.0,16.794721318226234,1.663248015385048,0.0,10.0,1549.2,89.9,83.7,19.157894736842106,0.7863777089783281,0.1358085013220268,0.0,18.331106587460166,1.8842644377758628,0.0,9.0,1566.0,99.6,83.8,18.3,0.7964705882352942,0.1291489188084129,0.0,19.54420659542084,2.0771809101104735,0.0,12.0,1521.4,361.8,183.4,22.375,0.7485294117647059,0.16078193574807886,0.0,13.78198155760765,1.1608276665210724,0.0,15.0,1704.0,259.4,150.8,19.384615384615383,0.783710407239819,0.05104710113912826,0.0,12.303748992773203,1.0172000114734356,0.0
REALTABPFN-V2.5 (tuned),hpo,gpu,2025-11,https://arxiv.org/abs/2511.08667,11.0,1538.8,71.0,58.4,20.07843137254902,0.7755478662053057,0.11766666546213794,0.0,18809.621657745512,15.114562034606934,0.0,12.0,1526.3,83.5,64.8,20.710526315789473,0.7681114551083591,0.1427083207562233,0.0,20666.84492694704,18.231141542133532,0.0,13.0,1505.5,89.7,59.7,22.45,0.7476470588235294,0.14281122070735672,0.0,23949.946201443672,19.856497971216836,0.0,8.0,1658.1,178.1,97.6,14.1875,0.8448529411764706,0.14232244593947307,0.0,8355.215147584677,12.136054933071136,0.0,14.0,1728.1,170.0,138.2,18.23076923076923,0.7972850678733032,0.04446798075634994,0.0,13380.815178541037,6.004560397221492,0.0
"AutoGluon 1.4 (best, 4h)",baseline,cpu,2023-11,https://arxiv.org/abs/2003.06505,12.0,1519.9,56.2,58.1,21.352941176470587,0.7605536332179931,0.12607647900431757,0.0,8869.150215434092,33.83229374418072,0.0,13.0,1518.4,91.1,62.5,21.263157894736842,0.7616099071207431,0.1455818235369844,0.0,8343.350590799984,20.568619859846013,0.0,11.0,1533.9,101.0,71.2,20.433333333333334,0.7713725490196078,0.13528698163213013,0.0,7868.039850378036,21.167550404866535,0.0,14.0,1493.2,163.6,101.8,24.375,0.725,0.1841874806801879,0.0,10125.765867382288,18.32263031601906,0.0,17.0,1660.1,110.9,95.0,21.615384615384617,0.7574660633484163,0.06906085652421454,0.0,10406.102964364565,72.60303279069754,0.0
REALTABPFN-V2.5 (default),config,gpu,2025-11,https://arxiv.org/abs/2511.08667,13.0,1519.9,62.6,45.8,21.352941176470587,0.7605536332179931,0.11963597472867972,0.0,70.0432244235394,11.347493774750653,0.0,11.0,1527.4,64.5,56.1,20.63157894736842,0.7690402476780186,0.14053586705915397,0.0,81.99913437742936,13.73457279958223,0.0,12.0,1530.2,79.3,49.7,20.683333333333334,0.7684313725490196,0.1391090496457341,0.0,95.20862965583801,16.507544549306235,0.0,11.0,1550.3,211.2,94.1,20.4375,0.7713235294117647,0.14588643235947857,0.0,32.46352708339691,3.335928738117218,0.0,19.0,1625.9,180.6,148.9,23.46153846153846,0.7357466063348417,0.05854398176267808,0.0,35.095179942937996,4.369878163704505,0.0
REALMLP_GPU (tuned + ensemble),hpo,gpu,2024-07,https://arxiv.org/abs/2407.04491,14.0,1483.4,54.2,41.6,23.96078431372549,0.7298731257208766,0.1347019054068189,0.0,31981.760602137623,33.809967508503036,0.0,14.0,1469.7,55.9,46.4,24.86842105263158,0.7191950464396285,0.15881360140569534,0.0,34209.95437104451,36.76408985414003,0.0,14.0,1481.7,66.0,58.2,24.233333333333334,0.7266666666666667,0.14907038953044452,0.0,39428.774099087714,40.49330902894338,0.0,17.0,1454.7,177.6,95.3,27.25,0.6911764705882353,0.19535064593788587,0.0,14639.380390882492,22.779517948627472,0.0,16.0,1665.9,106.8,54.8,21.307692307692307,0.7610859728506787,0.06422156325625698,0.0,25468.5788161021,25.17484065202566,0.0
TABDPT_GPU (tuned + ensemble),hpo,gpu,2024-10,https://arxiv.org/abs/2410.18164,15.0,1420.9,65.4,56.1,28.862745098039216,0.6722029988465975,0.14458593426418193,0.0,66416.46539208468,2971.300943636427,1.0,24.0,1365.9,88.2,56.7,33.60526315789474,0.6164086687306501,0.17772603606932813,0.0,69641.0239701271,3343.731673836708,1.0,25.0,1365.6,71.8,59.8,34.03333333333333,0.6113725490196078,0.16375934927047806,0.0,77303.9942337672,3921.853583979607,1.0,25.0,1395.1,218.6,162.1,32.0,0.6352941176470588,0.23010111156501595,0.0,40904.88548147679,1175.7745108008385,0.0,11.0,1802.0,239.0,104.8,15.0,0.8352941176470589,0.04771486744913923,0.0,56990.83262549914,1882.6572707432967,0.0
REALMLP_GPU (tuned),hpo,gpu,2024-07,https://arxiv.org/abs/2407.04491,16.0,1413.2,48.1,58.2,29.5,0.6647058823529411,0.1473788396850261,0.0,31981.760602137623,1.8869580848544252,0.0,15.0,1408.4,52.6,54.9,29.88157894736842,0.6602167182662538,0.17199220237619078,0.0,34209.95437104451,2.056703987874483,0.0,15.0,1414.8,75.5,74.7,29.683333333333334,0.6625490196078432,0.16454676618469743,0.0,39428.774099087714,1.7637614488601685,0.0,23.0,1411.9,166.1,108.3,30.625,0.6514705882352941,0.19991258809429088,0.0,14639.380390882492,3.1552385091781616,0.0,22.0,1541.9,131.1,129.8,28.384615384615383,0.6778280542986426,0.07543208720316007,0.0,25468.5788161021,1.3907777529496412,0.0
TABDPT_TURBO (default),config,gpu,2026-06-05,https://openreview.net/pdf?id=Y00pwFyrHR,17.0,1411.1,54.1,44.5,29.676470588235293,0.6626297577854672,0.15068768273966282,0.0,16.529033459869087,1.7968704840716194,0.0,20.0,1383.5,83.4,58.0,32.03947368421053,0.6348297213622291,0.18121373498251944,0.0,17.84165708642257,2.09049055450841,0.0,18.0,1391.4,71.5,69.4,31.716666666666665,0.6386274509803922,0.16762853402995753,0.0,19.34049677848816,2.3652774890263877,0.0,26.0,1380.0,203.8,137.8,33.25,0.6205882352941177,0.23215823855462675,0.0,12.221008241176605,1.0600395500659943,0.0,18.0,1638.5,151.5,85.6,22.76923076923077,0.7438914027149321,0.06145768387592801,0.0,12.692133628405058,0.9385964320256159,0.0
TA-TABM (tuned + ensemble),hpo,gpu,2024-10,https://arxiv.org/abs/2410.24210,18.0,1397.7,64.1,45.0,30.80392156862745,0.649365628604383,0.15112103348614658,0.0,23075.823507790472,8.627874407113767,1.0,16.0,1400.0,70.9,62.9,30.605263157894736,0.651702786377709,0.17577245156566967,0.0,21231.65221075008,9.260458481939216,1.0,17.0,1400.7,83.3,66.8,30.9,0.648235294117647,0.16705153226748917,0.0,22866.344643473625,9.615559951464336,1.0,20.0,1425.9,167.3,112.3,29.5,0.6647058823529411,0.2084758989338465,0.0,15101.555588036776,7.9288279712200165,0.0,27.0,1494.6,131.8,87.4,31.384615384615383,0.6425339366515838,0.07906304217677138,0.0,28466.478068370085,6.778782496085534,0.0
GBM (tuned + ensemble),hpo,cpu,2016-09,https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html,19.0,1388.9,39.4,40.9,31.558823529411764,0.640484429065744,0.15944981394652155,0.0,3051.8140357896395,23.19597311113395,0.0,22.0,1377.3,61.3,41.3,32.5921052631579,0.628328173374613,0.18187388521427464,0.0,2920.3429353990055,11.208824527891059,0.0,24.0,1370.2,55.6,49.0,33.61666666666667,0.6162745098039216,0.1759709281007809,0.0,2888.0418816963834,9.35890880425771,0.0,18.0,1435.4,129.8,82.5,28.75,0.6735294117647059,0.20400997438987628,0.0,3041.4718867838383,18.146008491516113,0.0,23.0,1539.4,94.9,77.7,28.53846153846154,0.6760180995475114,0.09390252870232023,0.0,3436.114175393031,58.23533050830547,0.0
CAT (tuned),hpo,cpu,2017-06,https://arxiv.org/abs/1706.09516,20.0,1385.8,44.3,40.8,31.823529411764707,0.6373702422145329,0.14939855622693538,0.0,11034.88285668691,0.1880358200447232,0.0,19.0,1383.7,63.7,52.0,32.026315789473685,0.634984520123839,0.16896823924527882,0.0,9163.262581887999,0.17947143629977574,0.0,23.0,1372.2,64.0,59.6,33.43333333333333,0.6184313725490196,0.1695551537095878,0.0,7681.903736082712,0.152593461672465,0.0,16.0,1461.2,178.9,88.4,26.75,0.6970588235294117,0.1667673100041202,0.0,14718.358253657818,0.28026384115219116,0.0,25.0,1497.0,92.1,66.2,31.23076923076923,0.644343891402715,0.09219486740408528,0.0,16505.7728907145,0.2130701725299541,0.0
TA-ILTM (tuned + ensemble),hpo,gpu,2025-11,https://arxiv.org/abs/2511.15941,21.0,1383.8,56.3,46.0,32.0,0.6352941176470588,0.15462057011393499,0.0,49850.45392826492,1073.8706286888496,0.0,18.0,1383.7,59.7,63.6,32.026315789473685,0.634984520123839,0.17610545096126018,0.0,48797.76559668466,1145.9119406373877,0.0,16.0,1402.7,76.1,71.5,30.733333333333334,0.6501960784313725,0.16598228930644587,0.0,50715.77546584606,1229.5832668701808,0.0,32.0,1337.1,123.1,94.7,36.875,0.5779411764705882,0.21406730716681396,0.0,41605.22858732939,832.1444672644138,0.0,28.0,1486.3,79.1,51.4,31.923076923076923,0.6361990950226244,0.09181861071406133,0.0,52927.54289749952,863.2883322238922,0.0
CAT (tuned + ensemble),hpo,cpu,2017-06,https://arxiv.org/abs/1706.09516,22.0,1383.2,57.4,37.4,32.049019607843135,0.634717416378316,0.1519596743950901,0.0,11034.88285668691,1.9415339067870496,0.0,21.0,1377.6,69.3,49.8,32.56578947368421,0.6286377708978328,0.17251499789554023,0.0,9163.262581887999,1.8343294984415959,0.0,27.0,1364.7,67.6,70.8,34.11666666666667,0.6103921568627451,0.17196562267177365,0.0,7681.903736082712,1.7353080749511718,0.0,15.0,1461.2,154.4,83.6,26.75,0.6970588235294117,0.17457515498466494,0.0,14718.358253657818,2.2056598365306854,0.0,24.0,1507.7,104.9,69.8,30.53846153846154,0.6524886877828054,0.09187488262454346,0.0,16505.7728907145,2.2549006388737607,0.0
TABDPT_GPU (tuned),hpo,gpu,2024-10,https://arxiv.org/abs/2410.18164,23.0,1375.3,66.6,53.4,32.73529411764706,0.626643598615917,0.15796751012495283,0.0,66416.46539208468,265.85550631728825,0.0,34.0,1319.8,68.4,68.5,37.828947368421055,0.56671826625387,0.19403787007802034,0.0,69641.0239701271,283.16819779496444,0.0,33.0,1326.4,74.7,71.2,37.65,0.5688235294117647,0.1809825324696678,0.0,77303.9942337672,315.28951704502106,0.0,36.0,1318.1,228.9,161.1,38.5,0.5588235294117647,0.2429953861093423,0.0,40904.88548147679,162.71325060725212,0.0,13.0,1736.4,150.2,76.0,17.846153846153847,0.8018099547511313,0.052531073339063136,0.0,56990.83262549914,215.24917738254254,0.0
