model,dataset_size,dataset,fold,test_score,Created
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,2,0.4673755541565531,2025-10-10T02:26:21.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,1,0.474440481824963,2025-10-10T02:25:18.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0,0.4496581535195255,2025-10-10T02:25:06.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,9,0.6084630502362391,2025-10-10T02:23:57.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,8,0.5726074351175583,2025-10-10T02:23:55.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,7,0.5799079717574586,2025-10-10T02:22:52.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,6,0.5490291138968689,2025-10-10T02:22:40.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,5,0.5687524184664481,2025-10-10T02:21:31.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,4,0.5629879924590222,2025-10-10T02:21:29.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,3,0.515393018154257,2025-10-10T02:19:05.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,2,0.6366454699624,2025-10-10T02:19:04.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,1,0.6400588767399877,2025-10-10T02:15:40.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_BOOK_PRICE_PREDICTION,0,0.5672861653290764,2025-10-10T02:15:36.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,9,0.9190903014600108,2025-10-10T02:15:34.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,8,0.9485646758409888,2025-10-10T02:15:23.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,7,0.9515241187956012,2025-10-10T02:08:23.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,6,0.9400012179502466,2025-10-10T02:08:19.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,5,0.936570678541086,2025-10-10T02:08:17.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,4,0.9421190124377036,2025-10-10T02:08:06.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,3,0.9391774923371344,2025-10-10T02:01:06.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,2,0.940108932928178,2025-10-10T02:01:02.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,1,0.948850650065591,2025-10-10T02:01:00.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,0,0.9492658159649644,2025-10-10T02:00:48.000Z
TabDPT 6️⃣,10000,REG_SOCIAL_SPOTIFY_POPULARITY,9,0.6245256517043407,2025-10-10T01:53:43.000Z
TabDPT 6️⃣,10000,REG_SOCIAL_SPOTIFY_POPULARITY,8,0.660850693000104,2025-10-10T01:53:39.000Z
